name,summary,location,phone,email,website,person,designation,source_link
Volmax (Pvt.) Ltd.,,"192-N, Block-2, Karachi, Sindh, Pakistan",021-4314781-3,marketing@volmax.com.pk,www.volmax.com.pk,Mr. AsgharAbbas Rizvi,CEO,https://www.pasha.org.pk/d/l/volmax-pvt-ltd/
VOPIUM AKTIESELSKAB (Pvt.) Ltd.,,"Office# 2, 7th Floor, Shaheen Complex Shaheen Complex, Lahore, Punjab, Pakistan",42 36316491,imran.a@vopium.com,www.vopium.com,Qaiser Javed,Director,https://www.pasha.org.pk/d/l/vopium-aktieselskab-pvt-ltd/
Voxel Communications,,"106-E, 3rd Floor, Asif Plaza, AKM Fazal-ul-Haq Road, Islamabad, Islamabad Capital Territory, Pakistan",(92-51) 4102081-2,danish@voxelnet.com,www.voxelnet.com,Danish Asghar Ali,CEO,https://www.pasha.org.pk/d/l/voxel-communications/
VOZYE SMC PVT. LIMITED,,"E-46/1, Block - 4, Gulshan-e-Iqbal Karachi, Karachi, Sindh, Pakistan",tel: +923008204250,sohaib.patel@vozye.com,http://www.vozye.com,Muhammad Sohaib Patel,CEO,https://www.pasha.org.pk/d/l/vozye-smc-pvt-limited/
Vroom (Private) Limited,,"229, ST5, Cavalry Grounds, Lahore, Punjab, Pakistan",(042) 6666747-8,rizwan.rashid@vroom.net.pk,,Rizwan Rashid,General Manager,https://www.pasha.org.pk/d/l/vroom-private-limited/
Vroom (Private) Limited,,"229, ST5, Cavalry Grounds, Lahore, Punjab, Pakistan",(042) 6666747-8,rizwan.rashid@vroom.net.pk,,Rizwan Rashid,General Manager,https://www.pasha.org.pk/d/l/vroom-private-limited-2/
Vservices (Pvt.) Ltd.,"vServices is a creative web and app development agency based in London. We build and support high-performing websites and applications that help global businesses to get succeed in the digital world.
vServices is one of the leading providers of website design and development, mobile application development, video animation, ERP solutions and digital marketing solutions for both existing and startup businesses.
","Shaheed-e-Millat Road, Karachi, Sindh, Pakistan",0332 8789109,mujawar.malik@vservices.com,https://www.vservices.com/,Mujawar Abbas Malik,CEO,https://www.pasha.org.pk/d/l/vservices-pvt-ltd/
WallSoft,,"903-A, 9th Floor, Saima Trade Tower, Karachi, Sindh, Pakistan",021-2638535-37,samad@wallsoft.net,www.wallsoft.net/,Abdus Samad Jangda,CEO,https://www.pasha.org.pk/d/l/wallsoft/
ware (Pvt.) Limited,,"37, St.2, Cavalry Grounds, Lahore, Punjab, Pakistan",(042)6662843,lahore-soft@lhr.comsats.net.pk,,,,https://www.pasha.org.pk/d/l/ware-pvt-limited/
WARHAM HealthCare (Pvt.) Ltd.,"WARHAM HealthCare (Pvt.) Ltd. is committed to providing best online; web-based and mobile application based Health Care related services to users in Pakistan. Currently, it operates two initiatives namely MySehat.pk & Clinic On Wheels.
","Sir Ghulam Hussain Hidayatallah Road, Karachi, Sindh, Pakistan",tel: 03111269111,awanjehangir@gmail.com,http://www.warhamgroup.com,Jehangir Abbas Awan,CEO,https://www.pasha.org.pk/d/l/warham-healthcare-pvt-ltd/
Wavetec (Private) Ltd.,,"245-2-N, Block-6, Karachi, Sindh, Pakistan",(9221) 111 111 133,ahmed.fraz@wavetec.com,www.wavetec.com,Ahmed Fraz,CEO,https://www.pasha.org.pk/d/l/wavetec-private-ltd/
Webiz Media (Pvt.) Ltd.,,"Suite No: 505, Park Avenue 24-A, Karachi, Sindh, Pakistan","021-34553080, 021-34386050,",abrar@webizmedia.com,www.webizmedia.com,Abrar Ahmed Pasha,Proprietor/Director,https://www.pasha.org.pk/d/l/webiz-media-pvt-ltd/
Webotiks,,"204, 2nd Floor, Parsa Tower, Shahra-e-Faisal, Karachi, Sindh, Pakistan",,faisalsaya13@gmail.com,http://webotiks.com,Faisal Rahim Saya,CEO,https://www.pasha.org.pk/d/l/webotiks/
WERPLAY (PRIVATE) LIMITED,,"Plot # 395-396,Service Road,North I-9/3 Islamabad, Islamabad, Islamabad Capital Territory, Pakistan",tel: 051-4859017,mohsin@werplay.com,http://www.werplay.com,MOHSIN ALI AFZAL,CEO,https://www.pasha.org.pk/d/l/werplay-private-limited/
Whizpool,"Whizpool is a Software Outsourcing and Consulting Company. Our strength lies in our domain expertise, strong industry understanding, highly experienced management and a diverse team with an emphasis on continuous upgradation of skills and technologies to provide world class services.
","Whizpool-1st floor, plot # 3-4, I & T Centre, G-8/4, Islamabad, Islamabad, Islamabad Capital Territory, Pakistan 44000",+92 (051) 22 80 011,info@whizpool.com,http://www.whizpool.com,Zeeshan Arif,CEO,https://www.pasha.org.pk/d/l/whizpool/
Wireframe Interactive,,"Suite 317 Siddique Center, 72 Main Boulevard, Lahore, Punjab, Pakistan",92 42 5787611,umair@wf-dev.com,www.wf-dev.com,Muhammad Umair,Manager Operations,https://www.pasha.org.pk/d/l/wireframe-interactive/
Wireframe Interactive,,"Suite 317 Siddique Center, 72 Main Boulevard, Lahore, Punjab, Pakistan",92 42 5787611,umair@wf-dev.com,www.wf-dev.com,Muhammad Umair,Manager Operations,https://www.pasha.org.pk/d/l/wireframe-interactive-2/
Wistech Solutions,,"Suit#12, Vains Mansion, Sialkot, Punjab, Pakistan","+92-52-4261175, 4267637",info@wistech.biz,http://www.wisdom.com.pk; www.wistech...,Sohail Iqbal,CEO,https://www.pasha.org.pk/d/l/wistech-solutions/
Wiz-Links,,"13/3-E II, Lahore, Punjab, Pakistan",(92-42) 5712868,,,,,https://www.pasha.org.pk/d/l/wiz-links/
WOL Telecom Limited,,"123-A, Babar Block New Garden Town, Lahore, Punjab, Pakistan",(9242) 111 600 222,azfar@wol.net.pk,http://www.cybersoft-tech.com; www.wo...,Azfar Manzoor,CEO,https://www.pasha.org.pk/d/l/wol-telecom-limited/
Wurfel IT,"An Agency that builds
a brand identity and design for you
the brand of your dreams
In a world full of technology where we have a buyer-controlled marketplace one needs to stay in circle, from social media marketing to website development Wurfel IT is not limited by sector as we aim to bring 
","Unnamed Road, Islamabad, Islamabad Capital Territory, Pakistan",0309-7771444,sheikh.wurfel@gmail.com,http://Www.wurfelit.com,Sheikh Abdul Qadir,CEO,https://www.pasha.org.pk/d/l/wurfel-it/
X-net Solutions,,"#4, Second Floor, C-117, Karachi, Sindh, Pakistan","(92-21) 531.0961-62, 824.6720",ashar@xnet.com.pk,www.xnet.com.pk,Syed Ashar Iqbal,CEO,https://www.pasha.org.pk/d/l/x-net-solutions/
Xavor Pakistan (Pvt.) Ltd.,"Xavor Corporation delivers quality custom technology solutions and consulting services for the semiconductor,
high-tech, manufacturing, medical device and life sciences industries
","50-Main Boulevard, Cavalry Ground, Lahore Cantt., Lahore, Punjab, Pakistan 54000",0300 8446916,hrashid@xavor.com,http://www.xavor.com,Dr. Humayun Rashid,CEO,https://www.pasha.org.pk/d/l/xavor-pakistan-pvt-ltd/
Xflow Research (Pvt.) Ltd.,,"Plot # 156, Software Technology Park, Service Road North, Sector I-9/3, Islamabad, Islamabad, Islamabad Capital Territory, Pakistan",tel: 051-2528708,fazal.rehman@xflowresearch.com,http://xflowresearch.com/,Fazal E Rehman Khan,Vice President,https://www.pasha.org.pk/d/l/xflow-research-pvt-ltd/
Xgrid Solutions (Pvt.) Ltd.,"environment to AWS cloud. Our expert AWS migration and DevOps consultation services provide your organization with an accurate and relaible cloud replica of your on-premise environment.
POC tools and sandbox solutions to help you deliver convincing product demos to clients. Allow your clients to monitor and test product features, workflows and processes in a sandbox environment before actual deployment to make the sales cycle a whole lot faster.
Applications that give clients an interactive,
","13 Muhammad Tufail Niazi Road, Islamabad, Islamabad Capital Territory, Pakistan",tel: 051-835 5180,safwank@xgrid.co,http://xgrid.co,Safwan Ali Khan,CEO,https://www.pasha.org.pk/d/l/xgrid-solutions-pvt-ltd/
"Xorlogics, Inc.",,"No. 2, 2nd Floor, Ahmed Centre, Islamabad, Islamabad Capital Territory, Pakistan",051-4438627,ceo@xorlogics.com,www.xorlogics.com,Junaid Jalip,CEO,https://www.pasha.org.pk/d/l/xorlogics-inc/
Xpert Digital (Pvt.) Ltd.,"Guided by our core values, we customize and tune our services to generate superior value for our customer’s investment. We believe that our customers are our partners and our main asset and we believe in crafting a mutual value proposition for a win – win scenario. We believe that no two customers are the same and thus make sure that while our customer focus remains unwavering; our solutions cater to the individual needs of our customers.
","Suit#802, 8th Floor Dilkusha Fourm, near Dolman Mall Tariq Road, Karachi., Karachi, Sindh, Pakistan 74600",+971 56 927 7216,bd@xpertdigital.co,http://xpertdigital.co,Shazia Hammad,CEO,https://www.pasha.org.pk/d/l/xpert-digital-pvt-ltd/
Xtreme Solutions Pvt (Ltd),,"C-817, Block-2, PECHS, Near Jheel Park., Karachi, Sindh, Pakistan",tel: 0213-4550296-9,rashid.khan@xtremesolutions.pk,http://xtremesolutions.pk/,Muhammad Rashid Khan,CEO,https://www.pasha.org.pk/d/l/xtreme-solutions-pvt-ltd/
Xyber Moughal (Pvt.) Ltd.,,"13 1st Zamzama Lane, Karachi, Sindh, Pakistan",(9221) 5835374-5,info@xybermoguls.com,,Khalid Aslam,Director,https://www.pasha.org.pk/d/l/xyber-moughal-pvt-ltd/
YDA (Pvt.) Limited,,"Plot No.15, Street6, Block J, Nazimabad, Karachi, Sindh, Pakistan",(0213) 6623913,shahid.muhammad@yda.net.au,www.yda.net.au,Syed Muhammad Shahid,General Manager,https://www.pasha.org.pk/d/l/yda-pvt-limited/
Zaffron Technologies,,"49 C, Badar Commercial Area, Karachi, Sindh, Pakistan",(9221) 5840936-39,sm@alephx.com,,Sarwar Mushtaq,CEO,https://www.pasha.org.pk/d/l/zaffron-technologies/
Zaffron Technologies,,"49 C, Badar Commercial Area, Karachi, Sindh, Pakistan",(9221) 5840936-39,sm@alephx.com,,Sarwar Mushtaq,CEO,https://www.pasha.org.pk/d/l/zaffron-technologies-2/
Zahdan Technologies (Pvt.) Limited,,"H.# 29-A, Main Nazim-ud-Din Road, F-10/4, Islamabad, Islamabad, Islamabad Capital Territory, Pakistan",051-2290192,mhashwani@zahdangroup.com,http://zahdangroup.com/,Mr. Murtaza Hashwani,CEO,https://www.pasha.org.pk/d/l/zahdan-technologies-pvt-limited/
ZAS Systems (Pvt) Ltd,,"A/35, Building 78, Cavish Court, Karachi, Sindh, Pakistan",(9221) 5840806,brad@super.net.pk,,Syed Asim Zafar,CEO,https://www.pasha.org.pk/d/l/zas-systems-pvt-ltd/
ZAS Systems (Pvt) Ltd,,"A/35, Building 78, Cavish Court, Karachi, Sindh, Pakistan",(9221) 5840806,brad@super.net.pk,,Syed Asim Zafar,CEO,https://www.pasha.org.pk/d/l/zas-systems-pvt-ltd-2/
Zegatron SMC(Pvt) Ltd,,"A-76 Block 2 Gulshan E Iqbal Karachi, Karachi, Sindh, Pakistan",tel: 02134831008,sarfaraz@zegatron.com,http://www.zegatron.com,Sarfaraz Khan,CEO,https://www.pasha.org.pk/d/l/zegatron-smcpvt-ltd/
Zekab (Pvt.) Ltd.,"From digital media marketing to mobile apps and games, from video contents sharing to publishing magazines, from web development and software designing to creating electronic smart devices, ZEKAB’s IT services remain unmatched in excellence and uniqueness to make an improved and smart tomorrow for its customers.
","Bahria Expressway, Islamabad, Islamabad Capital Territory, Pakistan",tel: 051-5400360,ra@zekab.com,http://www.zekab.com,Rafique Ahmed,CEO,https://www.pasha.org.pk/d/l/zekab-pvt-limited/
ZenSoft,,"Modern Motors House, 3rd Floor, Karachi, Sindh, Pakistan",(9221) 5683566-67 / 5688348; 111 000 009,tariq.faruque@gfg.com.pk,www.zensoft.com.pk; www.gfg.com.pk,Tariq Faruque,Director,https://www.pasha.org.pk/d/l/zensoft/
ZenSoft,,"Modern Motors House, 3rd Floor, Karachi, Sindh, Pakistan",(9221) 5683566-67 / 5688348; 111 000 009,tariq.faruque@gfg.com.pk,www.zensoft.com.pk; www.gfg.com.pk,Tariq Faruque,Director,https://www.pasha.org.pk/d/l/zensoft-2/
Zeta Technologies (Private) Limited,"Zeta Technologies with leading collaborations, highly qualified engineers, human resource and professional management is an IT/Telecom, Security and Surveillance solutions Provider Company with a focus on providing quality, high-end network infrastructures for both home and commercial purposes.
","Plot No. 292, Street No. 3, Sector I-9/3, Islamabad - Pakistan, Islamabad, Islamabad Capital Territory, Pakistan 46000",051-8311285-7,info@zetatech.com.pk,https://zetatech.com.pk,Sahibzada Baleeghuddin Afridi,CEO,https://www.pasha.org.pk/d/l/zeta-technologies-private-limited/
Zhongxing Telecom Pakistan (Pvt.) Ltd.,,"ZTE, Islamabad, Islamabad Capital Territory, Pakistan",(9251) 22253811-15,ztepak@zte.com.pk,www.zte.com.pk,,,https://www.pasha.org.pk/d/l/zhongxing-telecom-pakistan-pvt-ltd/
Zhongxing Telecom Pakistan (Pvt.) Ltd.,,"ZTE, Islamabad, Islamabad Capital Territory, Pakistan",(9251) 22253811-15,ztepak@zte.com.pk,www.zte.com.pk,,,https://www.pasha.org.pk/d/l/zhongxing-telecom-pakistan-pvt-ltd-2/
Zigron Pakistan Pvt Ltd,,"Plot 156 STP 3 North Service Road I9/3 Islamabad, Islamabad, Islamabad Capital Territory, Pakistan",tel: 051 4440685-686,kashif.mueen@zigron.com,http://www.zigron.com,M Kashif Muneen,CEO,https://www.pasha.org.pk/d/l/zigron-pakistan-pvt-ltd/
ZIN Technologies (Pvt.) Ltd.,"ZIN Technologies is an end-to-end software development company with a team of professionals working effortlessly to create secure and scalable software solutions for you. Established in 2007, we hold 11 years of experience working with almost all the technical platforms, languages and frameworks. We help organizations in achieving sustainable growth with our expertise in next-generation IT solutions while maintaining transparency, and integrity.
","71-C-III, Sector Y DHA Phase 3, Lahore, Punjab, Pakistan",042-35772442,ahmad.dar@zintechnologies.com,http://www.zintechnologies.com,Iftikhar Ahmad Dar,CEO,https://www.pasha.org.pk/d/l/zin-technologies-pvt-ltd/
Zones PK (Pvt.) Ltd.,"We develop IT solutions around four key strategic areas – Workplace Modernization, Network Optimization, Data Center Transformation, and Security Fortification.
","Markaz Road Korang Road, Islamabad, Islamabad Capital Territory, Pakistan",051-4100423,muhammad.yousaf@zones.com,http://www.zones.com,Muhammad Yousaf,CEO,https://www.pasha.org.pk/d/l/zones-pk-pvt-ltd/
Zoooom Net,,"47-Aibock Block, Lahore, Punjab, Pakistan",(9242) 111 966 666,abdullah.khalid@zoooom.netzz,,Abdullah Khalid,General Manager Marketing,https://www.pasha.org.pk/d/l/zoooom-net/
Zoooom Net,,"47-Aibock Block, Lahore, Punjab, Pakistan",(9242) 111 966 666,abdullah.khalid@zoooom.netzz,,Abdullah Khalid,General Manager Marketing,https://www.pasha.org.pk/d/l/zoooom-net-2/
ZRG International Pvt. Ltd.,,"Suite # 101, Business Avenue, 26-A/6, P.E.C.H.S., Shahrah-e-Faisal, Karachi, Sindh, Pakistan","(92-21) 111974111, 4313220",ayub.butt@zrg.com,www.zrg.com,Ayub Butt,CEO,https://www.pasha.org.pk/d/l/zrg-international-pvt-ltd/
ZS(ZealSoft) Business Solutions,,"13 H, Gulberg III, Lahore, Punjab, Pakistan","tel 35817185, 35817186 Ext. 104",mujeeb@zealsoftsolutions.com,http://www.zealsoftsolutions.com,M. Mujeeb Qayyum,CEO,https://www.pasha.org.pk/d/l/zszealsoft-business-solutions/
ADDO AI,"ADDO means “to add” in Latin. An artificial intelligence (AI) advisory and incubator featured in Forbes magazine as one of four AI companies in Asia that will transform the world. ADDO AI helps companies analyse massive amounts of data and gain insights to propel businesses forward with data-driven services and products.
","161 Y Block Phase 3 DHA Lahore Pakistan, Lahore, Punjab, Pakistan 53720",042 111 456 456,ayeshakhanna@gmail.com,https://www.linkedin.com/company/addo...,Dr. Ayesha Khanna,Co-founder and CEO,https://www.pasha.org.pk/d/l/addo-ai/
Afiniti,"Afiniti enhances human interactions in large enterprises by efficiently pairing customers with employees based on predicted interpersonal behavior. Afiniti pairs callers and agents on the basis of behavior.
","Center Point Tower, Karachi, Sindh, Pakistan 74600",042 111 346 346,karachi@afiniti.com,http://www.afiniti.com,Vikash Khatri,Senior Vice President,https://www.pasha.org.pk/d/l/afiniti/
AI Lab - IBA,"The Artificial Intelligence Lab at IBA was established in the mid of 2009 with the aim of providing a forum for the development of intelligent systems and discussions on the emerging technologies within the field of AI. In addition to building international alliances/partnerships, the lab also aims to foster collaboration with local industry by developing intelligent solutions for problems pertinent to Pakistani market.
","IBA City Campus, Kayani Shaheed Road, Karachi-75400, Pakistan, Karachi, Sindh, Pakistan 74600",021 111-677-677,sahaider@iba.edu.pk,http://ailab.iba.edu.pk/contact.html,Sajjad Haider,Professor,https://www.pasha.org.pk/d/l/ai-lab-iba/
Aitomation,"They automate repetitive tasks on computer with the use of software just like the robots have done for the industrial sector. They are looking to help companies with their processes and want people to increase their efficiency and productivity. Aitomation has developed a software for SMEs that helps them reduce their costs and increase productivity by automating all their processes of data entry & virtual assistant work with our software that can and has actually does mimic Humans!
","Lahore, Punjab, Lahore, Punjab, Pakistan 52000",-10137,contact@aitomation.com,https://aitomation.com/,Saad Ehsan,COO,https://www.pasha.org.pk/d/l/aitomation/
Allied Consultants,"Allied Consultants is a technology consulting firm specializing in Enterprise Application Integration, Business Intelligence, Web 2.0 and Mobile Development. Their expertise include Business Intelligence, Big Data Analytics, IoT Development Services, System Integration, Mobile Development and Virtual Reality.
","31 CL – Block C, Abdallian Coop Housing Society, Lahore, Pakistan, Lahore, Punjab, Pakistan 54000",+92.42.35303085,info@alliedc.com,https://www.alliedc.com,Muhammad Omer,Senior Director,https://www.pasha.org.pk/d/l/allied-consultants/
Anzen,"Anzen is not just a smart home solution, it is the Intelligent Home. They bring to you all the features of a smart home  by combining it with Artificial Intelligence. It helps monitor the surroundings of home even remotely to make home a safer place and alerts about suspicious activity or unknown person. Emergency notifications to neighbors can also be setup apart from other alarms and recordings. Also, it gives complete remote access to control electrical appliances and accessories.
","IVY-CoWorking, Lower Ground, Block B Software Technology Park, I-9/3, Islamabad, Islamabad, Islamabad Capital Territory, Pakistan 46000",+92 302 80 269 36,hello@anzen.pk,http://anzen.pk/,Ershian Anwar,CEO,https://www.pasha.org.pk/d/l/anzen/
Artistan,"The mastermind behind Street Art Competitions, Artistan has opened its co-working space both in-door and outdoor. Artistan aims to create a productive space for freelancers, startups and technology talent.
","122-B, Adjacent Zahoor Elahi Road, Gulberg II, Lahore, Pakistan, 1st floor, Lahore, Pakistan, Lahore, Punjab, Pakistan 54000",0321 4636917,info@artistan.pk,https://www.coworker.com/pakistan/lah...,N/A,N/A,https://www.pasha.org.pk/d/l/artistan/
Asaan Taleem,"Asaan Taleem, a social venture with the only mission of a more educated Pakistan, is an initiative based on three pillars; developing, sharing & educating.
","Office 301, CitiView Building, Plot 157 BYJCHS Shaheed e Millat Road Karachi, Pakistan., Karachi, Sindh, Pakistan 74600",-34144725,info@thenestio.com,http://thenestio.com/?incubatee-teams...,Ajay Kumar,Co-Founder,https://www.pasha.org.pk/d/l/asaan-taleem/
AugmentCare,"AugmentCare is a healthcare app which connects patients, doctors, and care facilities to provide the most comprehensive solution set for preventative, diagnostic and care facilitation in Pakistan and the developing world. We focus on the patient journey across the continuum of care and address challenges faced by all of the key stakeholders (patients, providers, caregivers & payers).
","160/2, Second floor, Sector H, Phase I, DHA, Lahore, Lahore, Punjab, Pakistan 54000",042 111 346 346,info@augmentcare.com,https://www.augmentcare.com/about-us/,Hyder Mumtaz,CEO,https://www.pasha.org.pk/d/l/augmentcare/
Aurat Raaj,"Raaji is a chatbot which uses Artificial Intelligence and Human expertise to answer questions around reproductive health. Through Raaji we provide girls with easy information accessible though a single application and a non-judgmental environment to talk openly. Through Raaji we intend to give easy accessibility to knowledge, professionals and products. 
","Regus co-working space, Dolmen Executive Tower, Clifton, Karachi, Pakistan., Karachi, Sindh, Pakistan 74600",(+92) 300-8297298,info@auratraaj.com,https://www.auratraaj.co/,Saba Khalid,Founder,https://www.pasha.org.pk/d/l/aurat-raaj/
Base-H,"baseH is one of the earliest companies that have designed and developed an AI based writing engine. They are currently working with many industries and will soon be implementing a number of AI content generation solutions.
","Karachi, Sindh, Karachi, Sindh, Pakistan 74600",21 3524 9291,dante@base-h.com,http://www.base-h.com,Anis Shiekh,CEO,https://www.pasha.org.pk/d/l/base-h/
Big immersive,"The World’s first immersive publishing agency, helping developers and content producers expand reality to the mediums beyond tangibility.
","163 CCA Phase 6, DHA Lahore., Lahore, Punjab, Pakistan 54000",1111111116,contact@bigimmersive.com,http://bigimmersive.com/,N/A,N/A,https://www.pasha.org.pk/d/l/big-immersive/
Bilytica,"Leading BI consultancy Company, leveraging on years of consulting experience in Business Intelligence, Data-warehousing, Application Development and Data Integration solutions.
","Lahore,Punjab, Lahore, Punjab, Pakistan 54000",9.23333E+11,sales@bilytica.com,https://www.bilytica.com.pk,Nauman Ahmad,CEO & Founder,https://www.pasha.org.pk/d/l/bilytica/
Bleeding Edge Studio,"Bleeding Edge has the mantra to advance with the ever-evolving gaming industry and that is why we not only deliver a large array of services but our process is efficiently detailed in terms of conceptualization of gameplay,.
","Villa 1 , Street 1 - Cavalry Ground , Lahore Cantt Lahore , Pakistan, Lahore, Punjab, Pakistan 54000",00971-50-409-719,contact@bleedingedge.studio,http://www.bleedingedge.studio,N/A,N/A,https://www.pasha.org.pk/d/l/bleeding-edge-studio/
Blue East,"They craft apps that utilize “Internet of Things” to bridge physical & digital worlds enabling enterprises to connect at a global scale.
","Lahore,Punjab, Lahore, Punjab, Pakistan 52000",042-111-258-378,info@blueeast.com,https://www.blueeast.com,Mian Abdul Rehman Talat,CEO & Founder,https://www.pasha.org.pk/d/l/blue-east/
Bolo Tech,"To create a better everyday life for kids facing speech and communication difficulties by offering products like Bolo that eases Urdu-language learning and bring together an active community of trainers from around the world.
","3rd Floor, CitiView Building, Naheed Supermarket، Shaheed-e-Millat Rd، Delhi Mercantile Society, Karachi, Karachi City, Sindh, Karachi, Sindh, Pakistan 74600",+92 335 9202074,shanza.khan@bolotech.com,http://bolotech.com/,Shanza Khan Shahani,Co-Founder,https://www.pasha.org.pk/d/l/bolo-tech/
Botsify,"Ebryx is a leading cybersecurity and engineering solutions company with vast experience in Security Product Engineering, Malware Research and Managed Services for customers around the world. Ebryx provides a variety of services including Enterprise Applications, Mobility, Big Data/BI, Staffing Services, and Cloud Solutions.
","Karachi, Sindh, Karachi, Sindh, Pakistan 74600",021 111 442 442,botsify@gmail.com,https://botsify.com,Saad Rawasia,CTO,https://www.pasha.org.pk/d/l/ebryx/
Campus,"Emphasizing on its aesthetics, Campus offers a lounge-style co-working space that allows the co-workers to work as they please, even in the lawn.
","Golden Palm Housing, Karbath Road. Off Bedian Road. Near Play-On., Lahore, Punjab, Pakistan 54000",0300 4025115,info@campus.com.pk,http://campus.com.pk,N/A,N/A,https://www.pasha.org.pk/d/l/campus/
CO-NET,"Offering Hot seats for 15000 PKR per head, CO-NET is open 12 hours a day from Monday to Friday. Facilities like Internet Access, Conference Rooms, Mail Box handling and unlimited coffee/ tea are readily available. Networking is also a major component of what goes on at CO- NET with vibrant and aesthetically pleasing environment.
","Westland Trade Center, Suite #508 5th Floor Shaheed-e-Millat Road، Karachi, Karachi, Sindh, Pakistan 74000",021-34150595,info@conetpakistan.com,http://www.conetpakistan.com/,N/A,N/A,https://www.pasha.org.pk/d/l/co-net/
Codistan,"Codistan is a digital studio for excelling in the fields of Application and Web development, Social and Digital Media Marketing, Creative Content Generation,Video Productions and Graphic Designing.
","Pakistan Town Block C Police Foundation, Islamabad, Rawalpindi, Punjab, Pakistan, Islamabad, Islamabad Capital Territory, Pakistan 44000",9.23229E+11,contact@codistan.pk,http://www.codistan.pk,Afnan Sharief,Founder & CEO,https://www.pasha.org.pk/d/l/codistan/
ConsoliAds Pvt Ltd,"Help mobile publishers achieve at least 2O% revenue increments and provide mobile advertisers with targeted campaigns to nurture conversions as high as 1O%.
","Office 704, ARFA Software Technology Park, Ferozpur Road, Lahore, Punjab, Pakistan 54600",9.24238E+11,info@consoliads.com,http://www.consoliads.com,Asad Mahmood,CEO,https://www.pasha.org.pk/d/l/consoliads-pvt-ltd/
Cosmo Resources,"Cosmo Resources  calls out to all individuals or students who want to work in an office environment. Along with a desk, Cosmo provides high-speed Internet, free tea or coffee and mailbox service in a secured setting. The pricing starts from 1000 PKR per day to 7000 PKR per month (per seat).
","Zamzama Commercial, DHA, Karachi, Pakistan., Karachi, Sindh, Pakistan 75600",0301 333 4631,info@cosmoresources.com,https://cosmoresources.com/co-working/,N/A,N/A,https://www.pasha.org.pk/d/l/cosmo-resources/
CoSpace,"Backed with a secure air-conditioned office, free landline phone number, locker access, internet and tea/coffee, CoSpace is offering a well designed office spaces to coworkers for 2000 PKR per day leading up to 15000 PKR per month. CoSpace also offers events space for meetings, trainings and workshops and has an outdoor access as well.
","Plot 204 A Karachi، Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi, Karachi, Sindh, Pakistan 74000",021 34169302,hello@cospace.pk,http://www.cospace.pk/,N/A,N/A,https://www.pasha.org.pk/d/l/cospace/
CoSpax,"CoSpax is a co working spot offering hot desks, dedicated desks with screens for privacy and private office rooms, equipped with private lockers, High-speed internet, coffee/ tea and lockers. The spot also offers meeting and conference rooms on hourly basis starting from 999 PKR.
","Suite # 701, Anum Estate, Main Shahra-e-Faisal, Karachi, Karachi, Sindh, Pakistan 76000",(021) 343 20112,info@cospax.com,https://cospax.com/,N/A,N/A,https://www.pasha.org.pk/d/l/cospax/
Cowork 24,"Located in PWD, Cowork 24 is most accessible to all the new housing societies based in the suburbs of Rawalpindi and Islamabad. 
","Second Floor, Pak Plaza, PWD, Islamabad, Pakistan 44000, Islamabad, Islamabad Capital Territory, Pakistan 46000",0333 5289532,info@CoWork24.pk,http://cowork24.pk/,N/A,N/A,https://www.pasha.org.pk/d/l/cowork-24/
COWORKING,"Coworking is a place for entrepreneurs who get distracted when working at home and thus require a distraction free zone to work on their own
Coworking has transitioned overtime from desk based to office based and starts its prices from 1000 PKR per month for the standard office.
","90 Canal Park Lahore,Pakistan, Lahore, Punjab, Pakistan 54000",0322 3293452,info@coworking.pk,http://coworking.pk/,N/A,N/A,https://www.pasha.org.pk/d/l/coworking/
Creative Chaos (Pvt) Limited,,"Khayaban-e-Iqbal Road, Karachi, Sindh, Pakistan",+ 92-21-111.111.426,shakir@csquareonline.com,http://www.csquareonline.com,Shakir Hussain,CEO,https://www.pasha.org.pk/d/l/creative-chaos-pvt-limited/
CreditFix,"CreditFix is mobile-led digital lending platform which uses machine learning to profile thin-file customers quickly and cheaply. It has AI based credit scoring and behavioral profiling.
","1st Floor, 14E, Manzoor Plaza, Fazle Haq Road, Blue Area, Islamabad, Pakistan, Islamabad, Islamabad Capital Territory, Pakistan 46000",051 2805196,support@creditfix.pk,http://www.creditfix.pk,Owais Zaidi,Co-Founder & Chief Business Architect,https://www.pasha.org.pk/d/l/creditfix/
Daftarkhwan,"Offering a cheery atmosphere, Daftarkhwan is home to many famous bloggers and startups like Siddy Says and Oxfam. Focusing on an agile and modern-day workspace, Daftarkhwan offers hi-speed wi-fi, tea & coffee on-the-house, 24/7 backup power, printing, lounge area, lockers, mail-handling, recording room, snack bar and quiet rooms for zero distractions.
","45-A, Khayaban-e-Iqbal, Sector XX, Phase 3, DHA, Lahore, Pakistan., Lahore, Punjab, Pakistan 54000",0348-111-333-1,hello@daftarkhwan.com,https://www.daftarkhwan.com/,N/A,N/A,https://www.pasha.org.pk/d/l/daftarkhwan/
